date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-12,SO,5015,47.4059,7.99374,1,0,0,0,0
2020-03-12,ZH,8311,47.4748,8.67253,0,0,1,0,0
2020-03-12,BL,4436,47.387,7.71577,0,1,0,0,0
2020-03-12,BE,3076,46.9272,7.57077,0,1,0,0,0
2020-03-12,ZH,8031,47.3828,8.53081,0,0,1,1,0
2020-03-12,FR,1713,46.8186,7.28247,0,0,1,1,0
2020-03-12,VD,1008,46.5389,6.60497,1,0,0,0,0
2020-03-12,GR,7551,46.8259,10.2292,1,1,0,0,0
2020-03-12,SH,8207,47.7157,8.64122,0,1,0,0,0
2020-03-12,BS,4051,47.5577,7.59366,1,0,1,0,0
2020-03-12,VD,1551,46.7974,6.94199,0,0,1,0,0
2020-03-12,LU,6289,47.2388,8.29155,0,0,0,0,1
2020-03-12,GR,7074,46.8087,9.52103,1,1,0,0,0
2020-03-12,FR,1627,46.6147,6.98626,1,0,0,0,0
2020-03-12,BE,3303,47.0522,7.50357,0,0,0,1,0
2020-03-12,AG,5236,47.5148,8.17616,2,0,0,0,0
2020-03-12,BL,4042,47.5487,7.58769,0,3,0,0,0
2020-03-12,TI,6853,45.8631,8.95462,0,1,0,0,2
2020-03-12,GR,7554,46.8251,10.3418,0,0,1,0,0
2020-03-12,AG,5075,47.5013,8.06372,0,0,1,0,0
2020-03-12,VS,1962,46.2247,7.30919,0,0,0,0,2
2020-03-12,TG,8266,47.6582,8.9908,2,0,0,0,0
2020-03-12,ZH,8325,47.4378,8.69665,0,0,0,0,1
2020-03-12,ZH,8003,47.3771,8.53955,0,0,0,1,0
2020-03-12,ZH,8102,47.4102,8.46606,0,1,0,0,0
2020-03-12,VD,1357,46.7468,6.44739,1,0,0,1,0
2020-03-12,NW,6372,46.944,8.32185,0,1,1,0,0
2020-03-12,VD,1816,46.4491,6.89164,0,0,0,1,0
2020-03-12,ZH,8803,47.3043,8.54701,0,0,0,0,1
2020-03-12,VD,1347,46.6202,6.23343,0,1,1,0,1
2020-03-12,NE,2115,46.8836,6.53502,0,1,0,0,0
2020-03-12,BS,4087,47.5597,7.58053,0,0,1,1,1
2020-03-12,TI,6644,46.1833,8.7951,0,0,1,0,0
2020-03-12,SZ,6422,47.0517,8.60958,0,1,0,0,0
2020-03-12,SG,8650,47.2307,8.86442,0,1,0,1,0
2020-03-12,TI,6917,45.9546,8.91334,0,0,0,1,1
2020-03-12,VD,1820,46.4518,6.94079,0,0,1,1,0
2020-03-12,GR,7152,46.7983,9.26617,0,1,0,0,0
2020-03-12,SG,9436,47.4009,9.60855,1,0,0,0,1
2020-03-12,BL,4426,47.3872,7.6654,0,1,0,0,0
2020-03-12,VS,3991,46.4173,8.05834,0,0,0,1,0
2020-03-12,SG,7324,47.0112,9.44986,0,0,1,0,0
2020-03-12,AG,5301,47.5168,8.2355,0,0,1,0,1
2020-03-12,GR,7058,46.7984,9.7023,0,0,1,0,0
2020-03-12,VD,1682,46.6921,6.86483,2,1,0,0,0
2020-03-12,ZH,8107,47.4545,8.4314,1,0,0,0,0
2020-03-12,AG,5210,47.4759,8.22213,0,1,0,0,0
2020-03-12,SO,4581,47.1507,7.51275,0,0,0,0,1
2020-03-12,BE,3296,47.1656,7.43415,1,1,1,0,0
2020-03-12,BE,3313,47.097,7.50954,0,1,0,0,0
2020-03-12,BE,3365,47.1446,7.67445,0,1,0,0,0
2020-03-12,SG,9210,47.4144,9.25495,0,0,0,0,1
2020-03-12,BE,3325,47.0312,7.55755,1,0,0,0,0
2020-03-12,VS,3910,46.1313,7.97019,0,1,0,1,0
2020-03-12,FR,1533,46.7849,6.88499,1,0,0,0,0
2020-03-12,TI,6944,46.0373,8.94444,0,0,1,0,0
2020-03-12,BL,4410,47.4854,7.72573,2,0,0,0,0
2020-03-12,BE,2552,47.1418,7.30312,1,0,0,0,0
2020-03-12,SG,9430,47.4477,9.62646,0,0,1,1,0
2020-03-12,AG,5606,47.3616,8.22188,1,1,0,0,0
2020-03-12,VS,1968,46.1936,7.45806,0,0,0,0,2
2020-03-12,ZG,6317,47.1492,8.50744,1,0,1,0,0
2020-03-12,VD,1865,46.2931,7.23107,0,1,0,0,0
2020-03-12,GL,8867,47.1269,9.02341,0,0,0,1,0
2020-03-12,VS,1922,46.1103,6.95979,0,1,1,0,0
2020-03-12,AG,4803,47.27,7.89234,1,0,0,2,0
2020-03-12,TI,6994,46.0191,8.87383,1,0,0,0,1
2020-03-12,BE,4917,47.1771,7.85618,0,0,1,0,0
2020-03-12,BE,3782,46.3983,7.33714,0,0,0,0,1
2020-03-12,VD,1864,46.3537,7.13103,0,0,0,0,1
2020-03-12,BL,2814,47.4283,7.35432,1,0,0,0,0
2020-03-12,SH,8260,47.6666,8.85801,0,0,1,0,0
2020-03-12,BE,2514,47.0891,7.14499,0,0,1,0,0
2020-03-12,SH,8243,47.7873,8.6395,0,1,0,1,0
2020-03-12,TI,6776,46.5171,8.69114,0,1,0,0,0
2020-03-12,AG,5018,47.4079,7.99281,0,0,1,0,0
2020-03-12,SG,9008,47.4221,9.37595,1,1,0,1,0
2020-03-12,BE,3150,46.8459,7.34279,0,0,0,0,2
2020-03-12,TI,6595,46.1742,8.90166,0,0,1,0,0
2020-03-12,SG,9423,47.4791,9.54923,0,0,1,0,0
2020-03-12,VD,1440,46.7906,6.62031,2,0,1,0,0
2020-03-12,VS,3967,46.2451,7.50839,0,0,0,0,1
2020-03-12,BE,3655,46.7353,7.74775,0,0,0,0,1
2020-03-12,FR,1667,46.5724,7.08357,1,2,0,0,0
2020-03-12,ZH,8610,47.3532,8.72169,1,0,0,0,1
2020-03-12,TI,6707,46.3246,8.94018,1,0,0,1,0
2020-03-12,TI,6710,46.3665,9.02278,0,0,1,1,0
2020-03-12,TI,6877,45.854,8.98611,0,0,1,0,0
2020-03-12,SH,8205,47.6953,8.63156,0,0,0,0,1
2020-03-12,BL,4105,47.5068,7.52096,0,0,0,0,1
2020-03-12,AG,5112,47.4374,8.09024,1,2,1,0,0
2020-03-12,TI,6965,46.0423,8.99475,0,1,0,0,0
2020-03-12,VS,1985,46.0983,7.51536,0,0,1,0,0
2020-03-12,BE,2558,47.1171,7.28509,0,0,0,0,1
2020-03-12,VS,1988,46.1814,7.37134,1,0,0,0,0
2020-03-12,VD,1523,46.7643,6.88644,0,0,0,1,0
2020-03-12,GL,8766,46.969,9.19265,1,0,0,0,1
2020-03-12,AG,5727,47.2984,8.126,0,0,0,0,2
2020-03-12,AG,5647,47.1668,8.39774,0,1,0,1,0
2020-03-12,GR,7115,46.6977,9.17758,0,1,0,0,0
2020-03-12,TI,6593,46.1466,8.95014,0,0,0,2,0
2020-03-12,GE,1225,46.1974,6.19682,0,0,1,0,0
2020-03-12,VS,1869,46.2345,6.98244,0,0,0,0,1
2020-03-12,GR,7437,46.54,9.24122,1,0,0,0,1
2020-03-12,VD,1435,46.7269,6.57874,0,0,0,2,0
2020-03-12,BL,4445,47.4085,7.86704,1,0,0,0,0
2020-03-12,FR,1645,46.6995,7.08302,0,0,1,0,0
2020-03-12,GR,7537,46.5877,10.3592,0,0,0,0,1
2020-03-12,GE,1237,46.1675,5.99823,0,0,3,0,0
2020-03-12,GR,7414,46.7193,9.44858,0,0,0,0,1
2020-03-12,SO,4234,47.388,7.60208,0,0,2,0,0
2020-03-12,ZH,8049,47.3828,8.53081,0,0,2,0,0
2020-03-12,NE,2301,47.1102,6.83338,0,1,1,1,1
2020-03-12,VD,1262,46.3815,6.20394,0,0,0,1,0
2020-03-12,TG,8573,47.619,9.13399,1,1,0,0,0
2020-03-12,BE,3707,46.6547,7.81244,0,0,0,1,0
2020-03-12,ZH,8122,47.3574,8.62763,0,0,1,0,0
2020-03-12,VS,3904,46.4076,7.98293,0,1,0,0,1
2020-03-12,NE,2024,46.8999,6.7552,1,1,0,0,0
2020-03-12,VS,3908,46.1525,7.92847,0,0,0,1,0
2020-03-12,TI,6914,45.9568,8.93243,0,0,1,1,1
2020-03-12,VD,1066,46.5507,6.66843,0,0,0,1,0
2020-03-12,ZH,8612,47.3497,8.71942,0,0,0,0,1
2020-03-12,GR,7404,46.7946,9.4385,0,0,0,0,1
2020-03-12,GR,7473,46.6682,9.64548,1,0,0,0,0
2020-03-12,FR,3210,46.9812,7.19876,0,0,1,0,0
2020-03-12,ZH,8172,47.492,8.4989,0,0,0,1,0
2020-03-12,GE,1222,46.2314,6.19961,0,0,0,1,0
2020-03-12,SO,4115,47.4624,7.51891,0,0,1,0,0
2020-03-12,VD,1446,46.7877,6.49944,2,0,0,0,0
2020-03-12,JU,2714,47.2574,7.1313,0,0,2,0,0
2020-03-12,SH,8228,47.7656,8.54414,1,0,0,1,0
2020-03-12,BE,2615,47.1387,6.95224,0,0,0,0,1
2020-03-12,TI,6825,45.9021,8.9821,0,1,0,0,0
2020-03-12,GL,8783,46.8635,8.97928,0,1,0,0,0
2020-03-12,TI,6631,46.2357,8.83239,0,0,0,0,3
2020-03-12,SG,9470,47.1575,9.45905,0,0,0,0,1
2020-03-12,ZH,8606,47.3527,8.67507,0,0,0,0,2
2020-03-12,TI,6745,46.3892,8.86231,0,0,0,1,0
2020-03-12,VS,3956,46.2979,7.68645,0,1,0,0,0
2020-03-12,TG,9503,47.5233,9.08873,1,0,1,0,0
2020-03-12,SG,9312,47.4942,9.34619,0,1,0,0,1
2020-03-12,GR,7155,46.8089,9.19271,0,0,0,0,1
2020-03-12,SO,4658,47.3555,7.97978,0,0,0,1,1
2020-03-12,GR,7453,46.5833,9.6166,0,0,1,0,0
2020-03-12,LU,6244,47.1915,7.98018,0,0,1,1,0
2020-03-12,SO,4710,47.3144,7.70038,1,0,0,1,0
2020-03-12,GL,8757,47.0991,9.12481,1,0,0,0,1
2020-03-12,TG,9546,47.4836,8.937,0,0,0,1,0
2020-03-12,TI,6998,45.9993,8.79209,1,0,0,0,1
2020-03-12,LU,6011,47.0338,8.27921,0,1,0,0,0
2020-03-12,ZH,8639,47.2764,8.94225,1,0,0,0,0
2020-03-12,SO,4146,47.4535,7.63907,0,0,1,0,0
2020-03-12,FR,1679,46.6596,6.91199,0,0,0,1,0
2020-03-12,BE,3097,46.9441,7.40124,1,0,2,1,0
2020-03-12,AG,4315,47.5254,7.90025,1,0,0,0,0
2020-03-12,BE,3766,46.6046,7.35736,0,1,1,0,0
2020-03-12,AG,5277,47.543,8.16184,0,0,1,0,0
2020-03-12,TG,9506,47.519,8.99308,0,0,1,0,1
2020-03-12,BE,3503,46.8903,7.59149,0,0,1,0,0
2020-03-12,AG,5234,47.5296,8.20728,1,0,0,0,0
2020-03-12,GR,7122,46.7803,9.29092,1,0,0,0,0
2020-03-12,NW,6362,46.9834,8.35649,1,0,0,0,0
2020-03-12,BE,3114,46.8453,7.57944,0,0,0,1,0
2020-03-12,TI,6865,45.8758,8.95536,0,0,0,1,0
2020-03-12,TI,6815,45.9567,8.94425,0,2,0,0,0
2020-03-12,VS,1925,46.0715,6.94664,0,0,0,0,1
2020-03-12,VD,1434,46.7427,6.59688,1,0,0,0,0
2020-03-12,AG,4853,47.258,7.85514,0,0,0,1,0
2020-03-12,BE,3556,46.9498,7.89133,0,0,0,0,2
2020-03-12,NE,2052,47.0591,6.88378,0,0,0,1,0
2020-03-12,ZH,8548,47.5642,8.82414,0,1,0,0,0
2020-03-12,TI,6816,45.9519,8.97027,0,0,1,0,0
2020-03-12,BS,4056,47.5487,7.58768,0,0,1,1,1
2020-03-12,LU,6294,47.2225,8.23454,0,2,0,0,0
2020-03-12,SG,8718,47.1727,9.06697,0,1,0,0,0
2020-03-12,GR,7241,46.886,9.78931,0,0,0,1,0
2020-03-12,FR,1756,46.7737,7.02244,0,0,0,0,3
2020-03-12,AG,5420,47.4944,8.34686,1,1,0,0,1
2020-03-12,GR,7014,46.8624,9.3303,0,0,0,0,1
2020-03-12,ZH,8153,47.4471,8.52948,0,0,0,1,0
2020-03-12,SO,4719,47.3517,7.64272,0,0,0,1,0
2020-03-12,AG,5726,47.3189,8.10356,0,0,0,0,1
2020-03-12,FL,9494,47.1481,9.56662,1,0,1,0,0
2020-03-12,VD,1264,46.4496,6.1288,0,0,0,0,1
2020-03-12,BE,3308,47.0747,7.50695,0,0,0,1,0
2020-03-12,VS,3984,46.4134,8.11846,0,0,0,1,0
2020-03-12,ZH,8021,47.3691,8.54099,0,1,0,0,2
2020-03-12,JU,2932,47.4533,7.09544,0,0,3,0,0
2020-03-12,GR,7438,46.5231,9.18128,0,1,0,0,0
2020-03-12,GR,7415,46.7303,9.44576,0,0,0,1,1
2020-03-12,BL,4207,47.3978,7.65213,0,0,0,0,1
2020-03-12,SZ,6452,46.9351,8.67594,0,1,1,0,0
2020-03-12,VD,1076,46.5857,6.74403,0,0,0,1,0
2020-03-12,SZ,8841,47.119,8.77523,0,0,1,1,0
2020-03-12,GR,7077,46.332,8.991,0,0,0,0,1
2020-03-12,ZH,8026,47.3828,8.53081,0,0,1,0,0
2020-03-12,AG,5314,47.571,8.24712,0,0,0,1,0
2020-03-12,ZH,8065,47.3828,8.53081,1,0,1,0,0
2020-03-12,LU,6000,47.0471,8.32522,1,0,0,0,0
2020-03-12,BE,3298,47.1282,7.41107,0,1,0,0,0
2020-03-12,GR,7163,46.7492,9.04679,0,0,0,0,1
2020-03-12,SO,5014,47.3478,7.99641,1,1,0,0,1
2020-03-12,LU,6103,46.9997,8.18245,0,1,0,0,0
2020-03-12,BE,4900,47.2158,7.79456,0,0,1,0,1
2020-03-12,VD,1885,46.2992,7.05585,0,0,0,1,0
2020-03-12,TG,9543,47.4902,9.00223,0,0,1,0,0
2020-03-12,BE,3632,46.6983,7.56943,0,0,1,0,0
2020-03-12,BL,4425,47.4017,7.71637,0,2,0,1,0
2020-03-12,SO,3307,47.0854,7.46672,0,0,0,0,2
2020-03-12,VD,1462,46.7904,6.73605,0,1,0,0,0
2020-03-12,ZH,8909,47.2883,8.42913,0,0,0,1,0
2020-03-12,BS,4095,47.5597,7.58053,0,0,0,0,2
2020-03-12,SG,8733,47.2402,8.92173,2,0,0,0,0
2020-03-12,BE,3027,46.9476,7.40646,0,1,0,1,0
2020-03-12,BE,2532,47.1417,7.21842,0,1,2,0,0
2020-03-12,TI,6955,46.067,8.9915,0,2,0,0,0
2020-03-12,BE,3473,47.1225,7.63666,1,0,2,0,0
2020-03-12,SO,4118,47.4846,7.44629,0,0,0,1,0
2020-03-12,ZH,8622,47.3224,8.79792,1,0,0,0,0
2020-03-12,GE,1200,46.2058,6.14139,0,1,1,0,0
2020-03-12,BE,3377,47.2235,7.68336,1,0,0,1,0
2020-03-12,BS,4057,47.5487,7.58768,0,0,0,2,0
2020-03-12,AG,5017,47.4216,7.97296,0,0,1,0,0
2020-03-12,LU,6112,47.013,8.05085,0,0,1,0,0
2020-03-12,VD,1846,46.349,6.89461,0,0,0,1,0
2020-03-12,BE,3753,46.6689,7.58384,0,1,0,0,0
2020-03-12,ZH,8246,47.6839,8.66311,0,0,1,0,0
2020-03-12,VD,1856,46.3604,6.97355,0,0,0,1,0
2020-03-12,VD,1425,46.8482,6.67316,1,0,0,0,0
2020-03-12,BE,3006,46.9452,7.46987,0,0,1,0,0
2020-03-12,LU,6404,47.0543,8.43831,2,0,0,0,0
2020-03-12,SG,9403,47.4736,9.46834,0,0,0,0,1
2020-03-12,BE,2555,47.1266,7.27711,0,0,0,0,1
2020-03-12,SH,8201,47.7157,8.64122,0,0,0,1,0
2020-03-12,VD,1373,46.7065,6.56894,0,0,1,0,0
2020-03-12,SO,4412,47.4608,7.69018,1,1,1,0,0
2020-03-12,VD,1031,46.5729,6.54388,0,1,0,0,0
2020-03-12,TI,6916,45.9684,8.92755,0,1,1,1,0
2020-03-12,NE,2116,46.8778,6.51008,1,0,0,0,0
2020-03-12,FR,1793,46.9037,7.16765,0,0,0,1,0
2020-03-12,FR,1732,46.75,7.12041,0,0,1,0,0
2020-03-12,AG,5643,47.1861,8.37314,0,1,0,0,0
2020-03-12,TI,6984,45.9797,8.86562,0,0,1,0,0
2020-03-12,ZH,8053,47.3828,8.53081,0,0,0,0,1
2020-03-12,GR,6546,46.3336,9.12233,0,1,0,0,0
2020-03-12,BE,3464,47.0935,7.7474,1,0,0,1,0
2020-03-12,GL,8874,47.0981,9.17473,0,1,0,0,0
2020-03-12,SG,9533,47.4039,8.98148,0,1,0,0,0
2020-03-12,FR,3182,46.8695,7.3264,0,0,0,1,0
2020-03-12,BE,3555,46.9084,7.83689,0,1,0,0,0
2020-03-12,VS,3905,46.055,7.96519,0,1,0,0,0
2020-03-12,GR,7113,46.7038,9.19804,0,1,1,0,0
2020-03-12,VD,1270,46.4189,6.19654,0,1,0,0,0
2020-03-12,BE,3438,46.9581,7.74379,0,0,0,0,1
2020-03-12,GR,7413,46.7192,9.44982,1,1,0,0,0
2020-03-12,TI,6702,46.266,9.03694,0,0,0,0,1
2020-03-12,LU,6145,47.1518,7.90557,0,1,0,0,0
2020-03-12,GE,1219,46.192,6.12188,0,0,2,0,0
2020-03-12,GE,1205,46.2058,6.14139,0,1,2,0,0
2020-03-12,LU,6242,47.1844,8.02617,0,0,1,0,1
2020-03-12,BE,3617,46.7981,7.65415,1,0,0,1,0
2020-03-12,FR,1740,46.7652,7.06456,0,0,1,0,0
2020-03-12,VS,1977,46.3251,7.45411,0,1,0,0,0
2020-03-12,LU,6160,46.9921,8.06498,0,0,0,0,1
2020-03-12,SZ,8808,47.2014,8.77814,0,0,0,1,0
2020-03-12,NE,2304,47.1102,6.83338,0,1,0,1,0
2020-03-12,UR,6493,46.6075,8.56274,1,0,0,1,0
2020-03-12,FR,1632,46.6423,7.04243,1,0,0,0,1
2020-03-12,ZH,8415,47.5616,8.59287,0,1,0,0,0
2020-03-12,VD,1454,46.8417,6.48261,0,1,0,0,0
2020-03-12,SH,8241,47.7601,8.7209,1,0,0,0,0
2020-03-12,ZH,8164,47.5281,8.42938,2,0,0,0,0
2020-03-12,GR,7427,46.6902,9.40179,0,1,0,0,1
2020-03-12,FR,1654,46.6649,7.20093,0,0,0,0,1
2020-03-12,NE,2019,46.9863,6.80397,0,0,0,0,2
2020-03-12,ZH,8901,47.3866,8.42809,0,0,0,0,1
2020-03-12,GR,7175,46.7062,8.94389,0,1,0,0,0
2020-03-12,TI,6647,46.2071,8.83016,0,0,0,0,1
2020-03-12,LU,6110,47.0532,8.05669,0,1,0,0,0
2020-03-12,ZH,8833,47.2034,8.68556,0,0,0,0,1
2020-03-12,BL,4418,47.3957,7.69007,0,0,1,0,0
2020-03-12,TI,6855,45.8476,8.93292,0,0,0,0,3
2020-03-12,AG,8957,47.4179,8.36743,0,0,0,0,1
2020-03-12,JU,2952,47.4048,7.16314,0,1,0,0,0
2020-03-12,SG,9642,47.2448,9.13073,1,0,0,0,0
2020-03-12,NE,2043,47.031,6.88112,0,0,0,1,0
2020-03-12,TI,6575,46.1347,8.8211,1,0,0,0,0
2020-03-12,VD,1552,46.7748,6.92181,0,1,0,0,0
2020-03-12,VS,3975,46.3178,7.49901,0,1,0,0,0
2020-03-12,TG,8525,47.5963,8.77927,0,0,1,0,0
2020-03-12,LU,6010,47.0207,8.25895,0,0,0,2,0
2020-03-12,SG,8895,47.0621,9.3094,0,0,0,1,0
2020-03-12,TI,6577,46.1089,8.78891,1,0,0,0,0
2020-03-12,ZH,8409,47.4968,8.73431,1,0,0,1,0
2020-03-12,GE,1236,46.1771,6.02879,1,0,1,0,0
2020-03-12,LU,6106,47.0377,8.10664,1,0,0,1,0
2020-03-12,SG,9230,47.4053,9.19802,0,0,0,1,0
2020-03-12,VS,3983,46.3552,8.04114,0,0,1,0,0
2020-03-12,ZH,8450,47.5928,8.6756,0,0,1,0,0
2020-03-12,TI,6718,46.534,8.87957,0,1,0,0,0
2020-03-12,BE,3635,46.737,7.54556,0,1,0,0,0
2020-03-12,TI,6677,46.2284,8.66918,0,0,0,1,1
2020-03-12,ZH,8123,47.3505,8.64377,1,1,0,0,0
2020-03-12,SG,9467,47.2451,9.47348,1,0,0,0,0
2020-03-12,VS,1911,46.1985,7.16531,0,0,0,0,1
2020-03-12,BE,3030,46.948,7.44821,0,1,0,1,0
2020-03-12,AG,5245,47.4615,8.18553,0,0,0,0,1
2020-03-12,AG,5033,47.3924,8.06423,0,0,1,0,0
2020-03-12,VD,1405,46.7557,6.66845,0,0,0,0,1
2020-03-12,BS,4059,47.5487,7.58768,1,0,0,0,0
2020-03-12,FR,1762,46.8127,7.12558,0,1,0,0,0
2020-03-12,TI,6854,45.8595,8.93808,0,1,0,0,0
2020-03-12,BE,3770,46.5493,7.37985,0,0,0,1,0
2020-03-12,AG,5442,47.4375,8.29079,0,1,1,0,0
2020-03-12,SO,4543,47.218,7.62069,0,1,0,0,1
2020-03-12,FR,1468,46.8115,6.78565,0,0,1,0,0
2020-03-12,TI,6662,46.2024,8.6233,0,0,1,0,0
2020-03-12,VD,1062,46.6528,6.73843,0,1,0,0,0
2020-03-12,GR,7146,46.7066,9.15899,1,0,0,0,0
2020-03-12,SO,4563,47.1706,7.57204,0,0,0,1,0
2020-03-12,TG,8560,47.5888,9.07767,0,0,0,0,1
2020-03-12,TI,6930,46.053,8.91811,0,1,0,0,0
2020-03-12,NE,2058,47.107,6.98969,1,0,0,0,0
2020-03-12,BE,2743,47.2635,7.40423,1,0,0,1,0
2020-03-12,SO,4228,47.3717,7.54476,2,0,0,0,0
2020-03-12,ZH,8118,47.3686,8.62702,1,0,0,0,0
2020-03-12,BS,4096,47.5597,7.58053,0,0,0,1,1
2020-03-12,FR,1688,46.6363,6.90126,0,0,0,0,1
2020-03-12,SG,8884,47.0776,9.24586,1,0,0,0,0
2020-03-12,TI,6833,45.847,9.03653,0,0,0,1,0
2020-03-12,TG,9325,47.5013,9.3707,0,1,0,0,0
2020-03-12,NE,2063,47.026,6.93051,1,0,0,0,1
2020-03-12,TI,6830,45.8288,9.01654,1,0,0,0,0
2020-03-12,LU,6147,47.1897,7.88426,0,1,0,0,0
2020-03-12,SG,8716,47.2259,8.94734,0,1,0,1,0
2020-03-12,SO,4512,47.2105,7.49578,0,0,1,0,0
2020-03-12,BE,2565,47.0969,7.26767,1,0,0,0,0
2020-03-12,BE,3040,46.948,7.44821,0,0,1,0,1
2020-03-12,AG,5462,47.5432,8.37999,0,0,2,0,0
2020-03-12,TG,8265,47.6419,8.91815,0,0,1,0,0
2020-03-12,JU,2950,47.3929,7.12187,1,1,0,0,0
2020-03-12,BS,4033,47.5596,7.58061,2,1,0,0,0
2020-03-12,BE,3656,46.7239,7.71034,0,0,0,1,1
2020-03-12,JU,2935,47.4892,7.12959,1,0,1,0,0
2020-03-12,VD,1408,46.735,6.73291,0,0,1,1,0
2020-03-12,AR,9107,47.2965,9.2678,0,0,0,1,0
2020-03-12,LU,6012,47.0334,8.25503,0,1,0,0,0
2020-03-12,TI,6602,46.1728,8.80095,0,0,1,0,0
2020-03-12,BE,3626,46.7545,7.65643,1,0,0,0,0
2020-03-12,LU,6211,47.2019,8.03691,0,0,0,1,0
2020-03-12,BE,3664,46.7921,7.50323,1,0,0,0,1
2020-03-12,AG,8964,47.3563,8.37926,0,2,0,0,0
2020-03-12,BE,3147,46.8765,7.36851,0,1,0,0,0
2020-03-12,ZH,8245,47.6858,8.65189,0,1,1,0,0
2020-03-12,VD,1291,46.3201,6.16343,0,0,0,1,0
2020-03-12,UR,6461,46.9065,8.52736,0,1,0,0,0
2020-03-12,BE,3125,46.8588,7.49239,0,0,1,0,0
2020-03-12,ZH,8024,47.3828,8.53081,0,0,1,0,0
2020-03-12,BE,2534,47.1562,7.19312,0,0,0,1,0
2020-03-12,FR,1724,46.7387,7.14101,0,0,0,1,0
2020-03-12,ZH,8173,47.5099,8.4755,0,0,1,0,0
2020-03-12,SO,4614,47.3454,7.82453,0,0,2,0,1
2020-03-12,GR,7149,46.6406,9.0733,0,1,1,0,0
2020-03-12,BE,3452,47.0079,7.7264,0,0,0,0,1
2020-03-12,SG,9027,47.4265,9.37605,0,1,0,0,0
2020-03-12,JU,2842,47.3426,7.3436,0,1,0,0,3
2020-03-12,LU,6133,47.0605,7.95531,0,3,0,0,0
2020-03-12,ZH,8802,47.3144,8.5406,1,0,0,0,0
2020-03-12,GE,1288,46.1862,6.04195,1,0,1,0,0
2020-03-12,FR,1787,46.9416,7.0494,0,0,0,1,0
2020-03-12,ZH,8354,47.4735,8.85557,0,0,0,0,1
2020-03-12,ZH,8059,47.369,8.53803,0,0,1,0,1
2020-03-12,SO,4579,47.1362,7.43198,0,0,0,0,1
2020-03-12,OW,6053,46.9724,8.28445,0,0,1,0,0
2020-03-12,LU,6247,47.1682,7.98726,0,0,0,1,0
2020-03-12,FR,1727,46.7414,7.08987,2,0,0,0,0
2020-03-12,GR,7242,46.946,9.75474,0,0,1,0,0
2020-03-12,VS,3946,46.191,7.69621,0,0,0,1,0
