date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-14,TI,6950,46.0661,8.96733,0,2,0,0,0
2020-03-14,NE,2000,47.0094,6.9381,0,0,2,0,0
2020-03-14,ZH,8486,47.4494,8.79356,1,0,0,0,0
2020-03-14,JU,2822,47.3692,7.39303,1,0,0,0,1
2020-03-14,TI,6574,46.127,8.86036,1,0,1,0,0
2020-03-14,ZG,6310,47.1662,8.51541,0,2,0,0,0
2020-03-14,GR,7562,46.9599,10.3975,1,0,1,0,0
2020-03-14,SO,4543,47.218,7.62069,0,0,0,0,3
2020-03-14,SO,4655,47.3939,7.9683,0,0,2,0,0
2020-03-14,VD,1260,46.3864,6.22624,0,2,0,0,0
2020-03-14,AR,9062,47.3989,9.35818,0,0,0,1,0
2020-03-14,AG,5018,47.4079,7.99281,0,1,0,0,0
2020-03-14,GR,7413,46.7192,9.44982,2,0,1,0,0
2020-03-14,BL,4438,47.358,7.77093,0,0,0,1,1
2020-03-14,NW,6376,46.9455,8.52422,0,2,0,0,0
2020-03-14,FL,9489,47.1411,9.52148,0,1,0,0,0
2020-03-14,BE,3417,47.0342,7.68768,1,0,0,0,0
2020-03-14,FR,1732,46.75,7.12041,0,0,0,1,0
2020-03-14,VD,1462,46.7904,6.73605,0,1,0,0,0
2020-03-14,NE,2043,47.031,6.88112,0,0,1,0,0
2020-03-14,ZH,8157,47.4765,8.45454,0,0,0,1,0
2020-03-14,TI,6955,46.067,8.9915,0,1,0,0,1
2020-03-14,TG,8255,47.6678,8.74812,0,1,0,1,0
2020-03-14,GE,1200,46.2058,6.14139,0,1,0,0,1
2020-03-14,GR,7554,46.8251,10.3418,1,0,0,0,0
2020-03-14,VD,1816,46.4491,6.89164,0,0,0,1,0
2020-03-14,LU,6145,47.1518,7.90557,0,0,1,0,0
2020-03-14,VD,1523,46.7643,6.88644,0,1,0,0,0
2020-03-14,ZH,8415,47.5616,8.59287,1,0,0,0,0
2020-03-14,GL,8868,47.1113,9.01776,0,0,0,0,2
2020-03-14,ZH,8401,47.4985,8.73299,0,1,0,1,0
2020-03-14,FR,1632,46.6423,7.04243,1,0,1,0,0
2020-03-14,UR,6462,46.879,8.5753,0,1,0,0,0
2020-03-14,ZH,8612,47.3497,8.71942,0,0,2,0,0
2020-03-14,AG,5617,47.3063,8.22188,1,0,0,0,1
2020-03-14,BL,4242,47.4102,7.49017,0,0,0,0,1
2020-03-14,VS,1968,46.1936,7.45806,0,0,1,0,1
2020-03-14,SO,4578,47.1469,7.45235,0,0,0,0,2
2020-03-14,TI,6916,45.9684,8.92755,1,1,0,0,1
2020-03-14,ZH,8153,47.4471,8.52948,0,0,0,2,0
2020-03-14,VD,1801,46.4821,6.83138,1,1,0,0,0
2020-03-14,VS,3937,46.3759,7.88056,0,0,1,0,0
2020-03-14,AG,5727,47.2984,8.126,0,0,1,0,2
2020-03-14,LU,6021,47.0834,8.27422,0,1,0,1,0
2020-03-14,VD,1316,46.6418,6.47186,0,1,1,0,0
2020-03-14,GR,7241,46.886,9.78931,0,0,0,1,0
2020-03-14,VD,1417,46.7142,6.64441,0,1,0,0,0
2020-03-14,BE,3707,46.6547,7.81244,1,0,0,0,0
2020-03-14,BE,3154,46.7819,7.40695,0,0,1,0,0
2020-03-14,VD,1023,46.5585,6.57731,1,0,0,0,0
2020-03-14,SG,9323,47.4943,9.43565,0,1,0,0,0
2020-03-14,ZH,8816,47.2197,8.60067,0,0,0,0,1
2020-03-14,TG,8572,47.5795,9.15447,0,0,0,1,0
2020-03-14,TI,6815,45.9567,8.94425,0,2,0,0,0
2020-03-14,VS,3905,46.055,7.96519,0,0,0,0,1
2020-03-14,SZ,6443,46.973,8.64654,2,0,0,0,0
2020-03-14,ZH,8320,47.3873,8.75009,1,0,0,0,0
2020-03-14,GR,7424,46.7465,9.39824,0,1,0,2,0
2020-03-14,TI,6575,46.1347,8.8211,1,0,0,1,0
2020-03-14,SO,4617,47.3128,7.83526,0,0,0,0,2
2020-03-14,GR,7149,46.6406,9.0733,0,0,1,0,1
2020-03-14,FR,1754,46.7812,7.0963,0,0,1,1,0
2020-03-14,AG,5522,47.4,8.2793,0,1,1,0,0
2020-03-14,VD,1535,46.7649,6.82115,1,0,0,0,0
2020-03-14,GR,7265,46.8327,9.85376,0,0,2,0,0
2020-03-14,TG,8505,47.6022,8.9529,0,0,0,0,1
2020-03-14,VD,1446,46.7877,6.49944,1,0,0,1,0
2020-03-14,VS,3983,46.3552,8.04114,1,0,0,0,0
2020-03-14,ZH,8548,47.5642,8.82414,0,2,0,0,0
2020-03-14,VS,3919,46.4404,7.85599,0,0,0,1,0
2020-03-14,FR,1609,46.583,6.8814,1,0,0,0,0
2020-03-14,VS,3946,46.191,7.69621,0,0,0,1,1
2020-03-14,JU,2935,47.4892,7.12959,1,0,0,1,0
2020-03-14,GR,7536,46.6011,10.4236,1,0,0,0,0
2020-03-14,BL,4418,47.3957,7.69007,0,1,0,0,0
2020-03-14,VD,1865,46.2931,7.23107,0,1,1,0,0
2020-03-14,TI,6980,45.9928,8.83809,0,0,0,1,0
2020-03-14,LU,6012,47.0334,8.25503,0,2,0,0,1
2020-03-14,AI,9054,47.3625,9.38202,0,0,1,0,0
2020-03-14,BL,4207,47.3978,7.65213,0,0,1,0,0
2020-03-14,ZH,8173,47.5099,8.4755,0,0,1,0,0
2020-03-14,BE,3232,46.9981,7.10054,0,0,0,0,1
2020-03-14,BE,3722,46.6172,7.69819,0,1,0,0,0
2020-03-14,VD,1270,46.4189,6.19654,1,0,0,0,0
2020-03-14,ZH,8496,47.3508,8.93504,0,0,0,0,1
2020-03-14,GR,7608,46.3449,9.51715,0,0,0,0,1
2020-03-14,SO,4719,47.3517,7.64272,0,0,0,2,0
2020-03-14,GE,1223,46.2177,6.18528,0,0,0,1,0
2020-03-14,SG,8650,47.2307,8.86442,1,1,0,0,1
2020-03-14,BL,4153,47.4965,7.58593,1,0,2,0,0
2020-03-14,LU,6276,47.1822,8.31648,1,0,0,0,0
2020-03-14,ZH,8246,47.6839,8.66311,1,0,0,0,0
2020-03-14,TG,9216,47.5129,9.22355,1,0,0,0,0
2020-03-14,ZH,8245,47.6858,8.65189,0,2,0,0,0
2020-03-14,BE,4538,47.2541,7.67756,0,0,0,1,0
2020-03-14,VD,1552,46.7748,6.92181,0,0,0,1,0
2020-03-14,SH,8212,47.6652,8.59994,0,0,0,0,1
2020-03-14,VD,1080,46.5682,6.75443,1,0,0,0,0
2020-03-14,VS,3904,46.4076,7.98293,0,0,0,1,1
2020-03-14,BL,4425,47.4017,7.71637,0,2,1,0,0
2020-03-14,TI,6838,45.8979,9.06028,0,0,0,1,0
2020-03-14,UR,6463,46.9021,8.72518,0,1,0,0,0
2020-03-14,ZH,8187,47.5557,8.43936,0,0,1,0,0
2020-03-14,BE,3438,46.9581,7.74379,1,0,0,0,0
2020-03-14,BE,3753,46.6689,7.58384,0,1,0,1,0
2020-03-14,ZH,8024,47.3828,8.53081,0,0,0,2,0
2020-03-14,TI,6917,45.9546,8.91334,0,0,1,1,0
2020-03-14,FR,3286,46.9402,7.13493,3,0,0,0,0
2020-03-14,VD,1044,46.6729,6.67843,0,0,0,1,0
2020-03-14,BL,2814,47.4283,7.35432,3,0,0,0,0
2020-03-14,SG,7323,47.0337,9.43017,0,0,1,0,0
2020-03-14,ZH,8639,47.2764,8.94225,2,0,0,0,0
2020-03-14,ZG,6315,47.0993,8.59608,1,1,0,0,0
2020-03-14,TG,9325,47.5013,9.3707,1,0,0,0,0
2020-03-14,BE,3555,46.9084,7.83689,0,0,0,1,0
2020-03-14,NE,2115,46.8836,6.53502,0,0,0,0,1
2020-03-14,BE,3428,47.1511,7.55781,0,1,0,0,0
2020-03-14,SG,8716,47.2259,8.94734,0,2,0,1,0
2020-03-14,ZH,8026,47.3828,8.53081,0,0,1,0,0
2020-03-14,UR,6493,46.6075,8.56274,0,1,0,0,1
2020-03-14,TI,6595,46.1742,8.90166,2,0,0,0,0
2020-03-14,BS,4054,47.5487,7.58768,0,0,1,1,0
2020-03-14,TG,8597,47.6247,9.24829,0,1,0,1,0
2020-03-14,ZH,8414,47.5347,8.97637,2,0,1,0,0
2020-03-14,VS,3932,46.243,7.94014,1,1,0,0,0
2020-03-14,GR,7222,46.9461,9.71497,1,0,0,0,0
2020-03-14,BE,2615,47.1387,6.95224,0,1,0,0,0
2020-03-14,BE,3183,46.8514,7.31804,1,0,0,0,0
2020-03-14,VS,1925,46.0715,6.94664,0,0,0,1,1
2020-03-14,VS,3942,46.334,7.78266,0,0,0,2,0
2020-03-14,BE,4901,47.2121,7.79,0,0,0,1,0
2020-03-14,TI,6723,46.4701,8.90693,0,0,1,0,0
2020-03-14,SG,9450,47.3564,9.5381,0,2,0,0,0
2020-03-14,GR,7074,46.8087,9.52103,0,0,2,0,0
2020-03-14,AG,4803,47.27,7.89234,1,0,0,1,1
2020-03-14,VD,1357,46.7468,6.44739,1,0,0,2,0
2020-03-14,VD,1814,46.4549,6.86935,0,1,0,0,0
2020-03-14,AG,5332,47.5666,8.27749,0,1,0,0,0
2020-03-14,SG,9401,47.4756,9.49538,0,1,1,0,0
2020-03-14,VS,1947,46.066,7.23322,0,1,0,0,0
2020-03-14,TI,6914,45.9568,8.93243,0,0,1,2,1
2020-03-14,TI,6576,46.1082,8.73917,1,0,0,1,0
2020-03-14,VD,1082,46.601,6.73034,1,0,1,0,0
2020-03-14,LU,6020,47.0419,8.16457,0,0,1,0,0
2020-03-14,BE,3617,46.7981,7.65415,1,0,0,2,0
2020-03-14,TG,8573,47.619,9.13399,1,1,0,0,0
2020-03-14,NE,2117,46.8631,6.48751,2,0,0,0,0
2020-03-14,VD,1041,46.6123,6.69362,0,1,0,0,1
2020-03-14,AG,5033,47.3924,8.06423,0,1,0,0,0
2020-03-14,SG,7310,46.9968,9.47375,0,1,0,0,0
2020-03-14,GE,1288,46.1862,6.04195,1,0,1,1,0
2020-03-14,TI,6677,46.2284,8.66918,0,0,0,1,1
2020-03-14,BE,3313,47.097,7.50954,0,1,0,0,0
2020-03-14,VD,1437,46.7608,6.58503,1,0,0,1,0
2020-03-14,FR,1713,46.8186,7.28247,1,0,1,0,0
2020-03-14,GE,1255,46.1716,6.16667,0,1,0,1,0
2020-03-14,NE,2063,47.026,6.93051,2,0,0,0,1
2020-03-14,BE,2746,47.2854,7.45199,0,0,1,1,0
2020-03-14,AG,5244,47.4339,8.24143,0,1,0,0,0
2020-03-14,BL,4147,47.4728,7.58489,0,0,1,0,0
2020-03-14,TG,8514,47.5619,9.03555,0,0,1,0,0
2020-03-14,SG,9210,47.4144,9.25495,1,0,1,0,0
2020-03-14,VD,1882,46.2794,7.09473,0,0,0,1,1
2020-03-14,VS,1945,45.9802,7.18841,0,0,0,2,0
2020-03-14,SG,9642,47.2448,9.13073,0,0,0,0,1
2020-03-14,VS,1964,46.2725,7.25473,2,0,0,0,0
2020-03-14,JU,2932,47.4533,7.09544,0,1,2,0,0
2020-03-14,LU,6294,47.2225,8.23454,0,1,0,0,1
2020-03-14,GR,7026,46.8397,9.5681,0,2,0,0,0
2020-03-14,BE,3631,46.7178,7.56414,1,0,0,0,0
2020-03-14,GR,7438,46.5231,9.18128,0,0,1,0,0
2020-03-14,JU,2884,47.3497,7.14375,0,1,0,0,0
2020-03-14,AG,5454,47.3916,8.34943,0,1,0,2,0
2020-03-14,VS,3910,46.1313,7.97019,0,0,0,3,0
2020-03-14,TI,6978,45.9919,8.99854,0,0,0,0,1
2020-03-14,ZH,8123,47.3505,8.64377,0,2,1,0,0
2020-03-14,AG,5462,47.5432,8.37999,0,1,1,0,0
2020-03-14,ZH,8080,47.3477,8.52114,0,0,1,0,0
2020-03-14,GR,7405,46.7731,9.42141,0,0,0,1,0
2020-03-14,BE,3664,46.7921,7.50323,1,0,1,0,0
2020-03-14,GE,1257,46.1432,6.1137,1,0,0,1,0
2020-03-14,BE,3503,46.8903,7.59149,0,0,2,0,0
2020-03-14,BE,3150,46.8459,7.34279,0,0,1,0,1
2020-03-14,TI,6871,45.8733,8.97695,0,1,0,0,0
2020-03-14,LU,6286,47.2385,8.25163,0,1,0,0,0
2020-03-14,AG,8964,47.3563,8.37926,0,1,0,1,0
2020-03-14,UR,6475,46.7664,8.67937,0,2,0,0,0
2020-03-14,NE,2318,46.9848,6.7507,0,0,1,0,1
2020-03-14,BE,2520,47.0753,7.10165,0,0,0,1,0
2020-03-14,VD,1452,46.829,6.53882,0,0,1,0,0
2020-03-14,NW,6372,46.944,8.32185,0,2,1,0,0
2020-03-14,ZH,8901,47.3866,8.42809,0,0,0,1,0
2020-03-14,VS,3901,46.201,8.12901,1,2,0,0,0
2020-03-14,FR,1686,46.6701,6.97377,0,0,1,0,1
2020-03-14,TI,6825,45.9021,8.9821,0,0,0,1,0
2020-03-14,LU,6010,47.0207,8.25895,0,0,0,1,1
2020-03-14,BE,3656,46.7239,7.71034,0,0,0,1,2
2020-03-14,SO,4118,47.4846,7.44629,0,0,0,0,1
2020-03-14,VD,1818,46.4317,6.91051,1,0,1,0,0
2020-03-14,TI,6719,46.502,8.95,0,0,0,1,0
2020-03-14,BE,3536,46.8973,7.77017,0,1,1,0,0
2020-03-14,BE,3018,46.9476,7.40646,0,2,0,0,0
2020-03-14,VD,1026,46.5194,6.5338,0,0,0,0,1
2020-03-14,BL,4105,47.5068,7.52096,1,0,0,0,0
2020-03-14,AG,5112,47.4374,8.09024,2,1,1,0,0
2020-03-14,ZH,8546,47.5502,8.80295,0,0,1,0,0
2020-03-14,BE,3765,46.6558,7.43162,1,0,0,0,0
2020-03-14,LU,6232,47.2018,8.11654,1,0,1,0,0
2020-03-14,UR,6460,46.8868,8.63491,0,0,0,1,0
2020-03-14,ZH,8460,47.6182,8.63831,0,1,0,0,0
2020-03-14,VD,1804,46.4944,6.871,0,1,0,0,0
2020-03-14,BL,4437,47.3767,7.73942,0,0,0,2,0
