date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-11,BE,3656,46.7239,7.71034,0,0,0,2,0
2020-03-11,SO,4108,47.4875,7.52608,0,0,0,2,0
2020-03-11,NE,2300,47.1102,6.83338,0,0,0,1,0
2020-03-11,LU,6160,46.9921,8.06498,0,1,0,0,0
2020-03-11,TI,6723,46.4701,8.90693,0,1,0,0,0
2020-03-11,AG,5025,47.4421,8.0538,0,0,0,1,0
2020-03-11,SG,9630,47.2907,9.08723,0,1,0,0,0
2020-03-11,BS,4087,47.5597,7.58053,0,0,2,0,1
2020-03-11,JU,2857,47.3723,7.23643,0,0,1,1,0
2020-03-11,BS,4096,47.5597,7.58053,1,0,0,1,0
2020-03-11,FR,1746,46.7859,7.01455,1,0,0,0,0
2020-03-11,BE,3000,46.9476,7.40646,0,0,1,0,0
2020-03-11,BL,4455,47.4451,7.7986,0,0,1,0,0
2020-03-11,LU,6242,47.1844,8.02617,0,0,0,0,2
2020-03-11,FR,1792,46.863,7.14983,0,0,1,0,0
2020-03-11,SO,4703,47.2763,7.75332,0,0,1,0,0
2020-03-11,GE,1236,46.1771,6.02879,0,1,1,0,0
2020-03-11,SG,9027,47.4265,9.37605,0,0,0,1,0
2020-03-11,SG,9423,47.4791,9.54923,0,0,0,1,0
2020-03-11,BE,3632,46.6983,7.56943,1,0,0,0,0
2020-03-11,AG,5333,47.5547,8.31364,1,0,0,0,0
2020-03-11,FR,1533,46.7849,6.88499,0,0,0,1,0
2020-03-11,BE,3313,47.097,7.50954,0,0,0,0,1
2020-03-11,GR,7445,46.5142,9.44016,0,1,0,0,0
2020-03-11,SZ,6443,46.973,8.64654,1,0,0,0,0
2020-03-11,FR,1727,46.7414,7.08987,1,0,0,0,0
2020-03-11,TI,6631,46.2357,8.83239,0,0,0,0,2
2020-03-11,VD,1322,46.6852,6.48278,0,0,1,0,0
2020-03-11,NE,2105,46.9487,6.67786,0,0,3,0,0
2020-03-11,BE,3473,47.1225,7.63666,2,0,0,0,0
2020-03-11,SO,4587,47.1268,7.49815,0,0,1,0,0
2020-03-11,AG,5223,47.494,8.18679,0,0,1,0,1
2020-03-11,SG,9210,47.4144,9.25495,0,0,1,0,0
2020-03-11,VS,3983,46.3552,8.04114,0,0,0,1,0
2020-03-11,BE,3232,46.9981,7.10054,0,1,0,0,0
2020-03-11,UR,6463,46.9021,8.72518,0,1,0,0,0
2020-03-11,BE,3782,46.3983,7.33714,0,1,0,0,0
2020-03-11,BS,4054,47.5487,7.58768,0,0,0,0,1
2020-03-11,TG,9325,47.5013,9.3707,0,0,1,0,0
2020-03-11,BS,4056,47.5487,7.58768,0,0,2,0,1
2020-03-11,BE,3006,46.9452,7.46987,0,1,0,0,0
2020-03-11,GE,1288,46.1862,6.04195,0,0,2,0,0
2020-03-11,VD,1804,46.4944,6.871,0,0,0,0,1
2020-03-11,BE,3148,46.8435,7.34799,0,0,1,0,0
2020-03-11,SG,9016,47.4221,9.37595,0,0,0,1,0
2020-03-11,TG,8255,47.6678,8.74812,0,0,0,0,1
2020-03-11,TI,6710,46.3665,9.02278,0,0,0,2,0
2020-03-11,BE,3048,46.9487,7.47421,0,0,0,0,1
2020-03-11,FR,1626,46.6507,6.94199,1,0,0,0,0
2020-03-11,BE,3704,46.6512,7.73612,0,0,0,1,1
2020-03-11,AG,5606,47.3616,8.22188,1,0,0,0,1
2020-03-11,SO,4633,47.3629,7.74836,1,0,1,1,0
2020-03-11,BE,3764,46.6387,7.47599,1,1,0,0,0
2020-03-11,AG,5445,47.3702,8.33709,0,0,0,1,0
2020-03-11,GR,7112,46.6993,9.23799,0,0,1,0,0
2020-03-11,LU,6110,47.0532,8.05669,1,0,0,0,0
2020-03-11,NE,2024,46.8999,6.7552,0,0,0,2,0
2020-03-11,FR,1632,46.6423,7.04243,0,0,2,0,0
2020-03-11,FR,1754,46.7812,7.0963,0,0,1,1,0
2020-03-11,BE,3664,46.7921,7.50323,2,0,0,0,0
2020-03-11,ZH,8053,47.3828,8.53081,0,0,0,0,1
2020-03-11,LU,6142,47.1386,7.96672,0,0,0,1,0
2020-03-11,SG,9009,47.4221,9.37595,0,2,0,0,0
2020-03-11,JU,2932,47.4533,7.09544,0,0,2,0,0
2020-03-11,ZH,8600,47.3905,8.61731,0,0,0,0,2
2020-03-11,VS,1945,45.9802,7.18841,0,0,1,0,0
2020-03-11,AG,5210,47.4759,8.22213,0,0,0,1,0
2020-03-11,LU,6021,47.0834,8.27422,0,0,0,1,0
2020-03-11,GR,6540,46.2577,9.12905,1,0,0,0,0
2020-03-11,ZG,6318,47.1085,8.53265,1,0,0,0,0
2020-03-11,GR,7515,46.4313,9.75978,0,1,0,0,0
2020-03-11,ZH,8402,47.4968,8.73431,0,1,0,0,0
2020-03-11,VD,1347,46.6202,6.23343,1,0,0,0,1
2020-03-11,VD,1659,46.4992,7.21428,0,0,1,0,0
2020-03-11,BE,3462,47.0614,7.74837,0,0,0,2,0
2020-03-11,BE,3377,47.2235,7.68336,0,0,0,1,1
2020-03-11,UR,6462,46.879,8.5753,0,0,1,0,0
2020-03-11,VD,1082,46.601,6.73034,0,0,2,0,0
2020-03-11,BE,2747,47.3015,7.51798,0,0,0,1,0
2020-03-11,LU,6276,47.1822,8.31648,0,0,0,1,0
2020-03-11,FL,9487,47.2064,9.52664,1,0,0,0,0
2020-03-11,GR,7186,46.6946,8.82853,0,0,0,1,0
2020-03-11,FR,1609,46.583,6.8814,0,1,0,0,0
2020-03-11,VD,1523,46.7643,6.88644,0,0,0,0,1
2020-03-11,TG,9216,47.5129,9.22355,1,0,0,0,0
2020-03-11,LU,6163,47.0233,8.07846,2,0,0,0,0
2020-03-11,NE,2043,47.031,6.88112,1,0,0,0,0
2020-03-11,VD,1408,46.735,6.73291,1,0,0,0,0
2020-03-11,VD,1435,46.7269,6.57874,0,0,1,1,0
2020-03-11,VD,1801,46.4821,6.83138,0,2,0,0,0
2020-03-11,BL,4153,47.4965,7.58593,0,0,1,1,0
2020-03-11,FR,1756,46.7737,7.02244,0,0,0,0,2
2020-03-11,VS,1968,46.1936,7.45806,0,0,0,0,1
2020-03-11,ZH,8636,47.2746,8.91427,0,2,0,0,0
2020-03-11,JU,2935,47.4892,7.12959,0,0,0,0,2
2020-03-11,GR,7550,46.7346,10.3276,1,0,1,0,0
2020-03-11,ZH,8606,47.3527,8.67507,0,0,0,0,1
2020-03-11,ZH,8800,47.2875,8.5592,1,1,0,0,0
2020-03-11,BE,3635,46.737,7.54556,0,0,1,0,0
2020-03-11,GR,7414,46.7193,9.44858,0,1,0,0,0
2020-03-11,AG,4803,47.27,7.89234,1,1,0,0,0
2020-03-11,BE,3753,46.6689,7.58384,0,0,0,1,0
2020-03-11,VD,1537,46.7571,6.78374,1,0,0,0,0
2020-03-11,ZH,8153,47.4471,8.52948,0,1,0,0,0
2020-03-11,BS,4088,47.5597,7.58053,0,1,0,0,0
2020-03-11,LU,6234,47.2386,8.0803,1,0,0,0,2
2020-03-11,TG,9220,47.4956,9.21615,0,1,0,0,0
2020-03-11,LU,6244,47.1915,7.98018,0,0,0,1,0
2020-03-11,BE,1657,46.5652,7.3074,0,0,0,0,2
2020-03-11,LU,6106,47.0377,8.10664,0,1,0,1,0
2020-03-11,NE,2063,47.026,6.93051,0,0,0,0,2
2020-03-11,FR,1793,46.9037,7.16765,0,0,0,0,1
2020-03-11,TI,6916,45.9684,8.92755,0,1,0,0,1
2020-03-11,AG,5312,47.56,8.25304,0,0,0,0,1
2020-03-11,BE,3773,46.4971,7.4226,0,0,1,0,0
2020-03-11,UR,6460,46.8868,8.63491,0,0,1,0,0
2020-03-11,TI,6955,46.067,8.9915,0,2,0,0,0
2020-03-11,VS,3901,46.201,8.12901,0,1,0,0,0
2020-03-11,VS,3942,46.334,7.78266,0,0,0,2,0
2020-03-11,ZH,8465,47.6404,8.67333,0,0,0,0,1
2020-03-11,SZ,6422,47.0517,8.60958,0,0,0,1,0
2020-03-11,BE,3154,46.7819,7.40695,0,0,0,1,0
2020-03-11,VD,1337,46.7079,6.3714,0,0,0,0,1
2020-03-11,SG,8730,47.2265,8.98152,0,0,0,0,1
2020-03-11,VD,1277,46.381,6.17905,0,0,0,1,0
2020-03-11,BL,4438,47.358,7.77093,1,0,0,0,0
2020-03-11,GR,7608,46.3449,9.51715,0,0,1,0,0
2020-03-11,GR,7551,46.8259,10.2292,1,1,0,0,0
2020-03-11,BE,3302,47.0104,7.48537,0,0,0,1,0
2020-03-11,BL,4242,47.4102,7.49017,0,0,0,1,0
2020-03-11,TI,6576,46.1082,8.73917,0,0,0,1,0
2020-03-11,ZH,8059,47.369,8.53803,0,0,1,0,1
2020-03-11,BE,2552,47.1418,7.30312,0,0,0,0,1
2020-03-11,AG,5420,47.4944,8.34686,1,1,0,0,0
2020-03-11,GR,7014,46.8624,9.3303,0,1,0,0,0
2020-03-11,AR,9035,47.4379,9.43935,0,0,1,2,0
2020-03-11,VS,1982,46.1615,7.41429,0,1,0,0,0
2020-03-11,GL,8868,47.1113,9.01776,0,0,0,0,1
2020-03-11,TI,6981,45.9825,8.857,0,0,0,2,0
2020-03-11,GR,7163,46.7492,9.04679,0,0,0,1,0
2020-03-11,SO,4658,47.3555,7.97978,0,0,0,0,1
2020-03-11,VD,1088,46.6132,6.75262,1,1,0,0,0
2020-03-11,AG,5617,47.3063,8.22188,0,0,0,0,2
2020-03-11,LU,6247,47.1682,7.98726,0,0,1,0,0
2020-03-11,BE,3465,47.083,7.7803,0,0,0,1,0
2020-03-11,BE,3372,47.1942,7.69154,1,0,0,1,0
2020-03-11,VS,3926,46.2168,7.81005,0,0,1,0,0
2020-03-11,SG,9312,47.4942,9.34619,0,0,0,1,1
2020-03-11,GE,1225,46.1974,6.19682,0,0,0,0,1
2020-03-11,BE,2562,47.1141,7.2589,0,0,0,1,0
2020-03-11,SZ,8841,47.119,8.77523,0,0,0,1,0
2020-03-11,BL,4144,47.4955,7.62834,0,1,0,0,1
2020-03-11,ZH,8496,47.3508,8.93504,0,0,0,0,1
2020-03-11,FR,1656,46.6059,7.26748,0,1,0,0,0
2020-03-11,AG,5621,47.3441,8.35583,0,0,1,0,0
2020-03-11,ZH,8090,47.3691,8.53801,0,0,0,0,1
2020-03-11,NW,6372,46.944,8.32185,1,0,1,0,0
2020-03-11,BL,4411,47.462,7.71568,1,0,0,0,0
2020-03-11,VS,1985,46.0983,7.51536,0,1,0,0,0
2020-03-11,NE,2115,46.8836,6.53502,0,0,0,0,1
2020-03-11,VD,1012,46.5263,6.65689,2,0,0,0,0
2020-03-11,ZH,8954,47.4207,8.41201,0,0,0,0,1
2020-03-11,BL,4105,47.5068,7.52096,0,0,0,1,0
2020-03-11,BE,3626,46.7545,7.65643,1,0,0,0,0
2020-03-11,TG,8573,47.619,9.13399,1,0,0,0,0
2020-03-11,AG,5454,47.3916,8.34943,1,1,0,0,0
2020-03-11,AG,5212,47.4599,8.16511,0,0,1,1,0
2020-03-11,GE,1255,46.1716,6.16667,1,0,0,0,1
2020-03-11,TI,6853,45.8631,8.95462,1,0,0,0,2
2020-03-11,GR,7560,46.8826,10.4668,0,0,1,0,0
2020-03-11,VD,1452,46.829,6.53882,0,0,0,0,1
2020-03-11,BE,3365,47.1446,7.67445,0,0,0,1,0
2020-03-11,VD,1264,46.4496,6.1288,1,0,0,0,0
2020-03-11,ZH,8925,47.2269,8.54953,0,1,0,0,0
2020-03-11,GL,8755,47.0445,9.09888,0,0,0,0,1
2020-03-11,GR,7562,46.9599,10.3975,1,0,0,0,0
2020-03-11,ZH,8546,47.5502,8.80295,0,0,1,0,0
2020-03-11,VD,1405,46.7557,6.66845,0,0,0,1,0
2020-03-11,VS,3974,46.3491,7.53428,0,0,0,0,1
2020-03-11,BE,3504,46.8712,7.64286,0,1,0,0,0
2020-03-11,AR,9105,47.3207,9.23208,0,0,1,0,0
2020-03-11,BS,4033,47.5596,7.58061,1,0,0,0,1
2020-03-11,AG,8967,47.3701,8.35814,0,0,0,0,1
2020-03-11,ZH,8409,47.4968,8.73431,1,0,1,0,0
2020-03-11,BE,3452,47.0079,7.7264,0,0,1,0,0
2020-03-11,BE,2514,47.0891,7.14499,0,0,0,0,1
2020-03-11,ZH,8022,47.3828,8.53081,0,0,1,0,0
2020-03-11,JU,2854,47.3351,7.24078,0,0,1,0,0
2020-03-11,GR,7517,46.4203,9.72656,0,0,1,1,0
2020-03-11,LU,6289,47.2388,8.29155,1,0,0,0,0
2020-03-11,SG,7312,46.9432,9.41307,0,0,0,0,1
2020-03-11,VD,1122,46.5562,6.50891,0,1,0,0,0
2020-03-11,AG,5442,47.4375,8.29079,0,0,2,0,0
2020-03-11,GR,7502,46.543,9.80115,0,0,0,0,1
2020-03-11,ZH,8495,47.4149,8.9036,1,0,0,0,1
2020-03-11,TG,8525,47.5963,8.77927,0,1,0,0,0
2020-03-11,GR,7058,46.7984,9.7023,1,0,0,0,0
2020-03-11,AG,5112,47.4374,8.09024,1,1,0,0,0
2020-03-11,LU,6000,47.0471,8.32522,0,0,1,0,0
2020-03-11,OW,6056,46.9217,8.26272,0,0,1,0,0
2020-03-11,AR,9062,47.3989,9.35818,0,0,0,1,0
2020-03-11,VS,3900,46.2969,7.94888,0,1,0,0,0
2020-03-11,TI,6707,46.3246,8.94018,0,0,0,0,2
2020-03-11,VS,1895,46.3078,6.87128,0,0,0,1,0
2020-03-11,NE,2108,46.934,6.63054,0,0,0,1,0
2020-03-11,NE,2117,46.8631,6.48751,0,0,1,0,0
2020-03-11,SG,9012,47.4221,9.37595,0,1,0,0,0
2020-03-11,BE,3053,47.0182,7.44859,0,0,1,0,0
2020-03-11,SG,8716,47.2259,8.94734,0,1,0,0,0
2020-03-11,LU,6112,47.013,8.05085,1,0,0,0,0
2020-03-11,OW,6055,46.9388,8.27038,1,0,0,0,0
2020-03-11,BE,2554,47.1614,7.35267,0,0,0,1,0
2020-03-11,VS,3991,46.4173,8.05834,1,0,0,0,0
2020-03-11,GE,1241,46.2108,6.23199,0,2,0,0,0
2020-03-11,VD,1031,46.5729,6.54388,0,0,1,0,0
2020-03-11,ZH,8909,47.2883,8.42913,1,0,0,0,0
2020-03-11,BE,3813,46.6274,7.82792,0,0,1,0,0
2020-03-11,ZH,8079,47.3828,8.53081,0,0,1,0,0
2020-03-11,BE,3317,47.1007,7.47607,0,0,0,0,1
2020-03-11,SO,4112,47.4909,7.50702,0,0,1,0,0
2020-03-11,BL,4445,47.4085,7.86704,0,0,0,0,1
2020-03-11,GR,7437,46.54,9.24122,0,0,1,0,1
2020-03-11,TG,8560,47.5888,9.07767,0,0,0,1,0
2020-03-11,GR,7536,46.6011,10.4236,0,0,1,0,0
2020-03-11,NW,6376,46.9455,8.52422,0,1,0,0,0
2020-03-11,VD,1066,46.5507,6.66843,0,1,0,0,0
2020-03-11,BS,4000,47.5597,7.58053,1,0,0,0,0
2020-03-11,ZH,8245,47.6858,8.65189,1,1,0,0,0
2020-03-11,TG,9503,47.5233,9.08873,1,0,0,0,0
2020-03-11,ZH,8070,47.3691,8.53801,0,0,0,1,0
2020-03-11,VD,1297,46.3365,6.18488,0,0,0,2,0
2020-03-11,SG,9655,47.2001,9.21969,0,0,0,0,1
2020-03-11,BE,3296,47.1656,7.43415,1,1,0,0,0
2020-03-11,FL,9489,47.1411,9.52148,1,0,0,0,0
2020-03-11,AG,5637,47.2257,8.3314,1,0,0,0,0
2020-03-11,GR,7241,46.886,9.78931,0,1,0,0,0
2020-03-11,BL,4042,47.5487,7.58769,0,2,0,0,0
2020-03-11,TI,6838,45.8979,9.06028,1,0,0,0,0
2020-03-11,FR,1795,46.8915,7.10892,0,0,0,0,1
2020-03-11,AG,5522,47.4,8.2793,1,0,0,0,0
2020-03-11,AG,5245,47.4615,8.18553,0,0,0,1,0
2020-03-11,VD,1846,46.349,6.89461,0,0,0,0,1
2020-03-11,TG,8265,47.6419,8.91815,0,1,0,0,0
2020-03-11,VD,1535,46.7649,6.82115,0,1,0,0,0
2020-03-11,ZH,8428,47.5494,8.56605,1,0,0,0,0
2020-03-11,BE,3030,46.948,7.44821,0,0,0,2,0
2020-03-11,ZH,8414,47.5347,8.97637,0,0,0,1,0
2020-03-11,VS,1962,46.2247,7.30919,0,1,0,0,1
2020-03-11,TI,6930,46.053,8.91811,0,0,1,0,0
2020-03-11,SG,9114,47.3624,9.17503,0,0,0,0,2
2020-03-11,SG,9642,47.2448,9.13073,0,1,0,0,0
2020-03-11,SH,8243,47.7873,8.6395,0,2,0,0,0
2020-03-11,BE,6086,46.7327,8.20955,0,0,1,0,0
2020-03-11,SZ,8808,47.2014,8.77814,0,0,0,0,1
2020-03-11,GR,6563,46.4478,9.20176,0,0,0,1,0
2020-03-11,ZH,8173,47.5099,8.4755,0,1,0,0,0
2020-03-11,VD,1462,46.7904,6.73605,1,0,0,0,0
2020-03-11,GL,8756,47.0128,9.0796,0,1,0,0,0
2020-03-11,LU,6248,47.1475,7.99576,0,0,0,0,1
2020-03-11,TG,8537,47.6094,8.81775,0,1,1,0,1
2020-03-11,BL,4443,47.4285,7.83889,0,0,1,0,1
2020-03-11,GR,7056,46.8137,9.64466,1,0,0,0,0
2020-03-11,TI,6837,45.8754,9.04392,0,2,0,0,0
2020-03-11,SZ,6452,46.9351,8.67594,0,1,0,0,0
2020-03-11,GR,7472,46.6592,9.61702,0,1,0,0,0
2020-03-11,BL,4207,47.3978,7.65213,0,0,0,0,1
2020-03-11,SG,9401,47.4756,9.49538,0,0,0,0,1
2020-03-11,BE,3555,46.9084,7.83689,0,0,1,0,0
2020-03-11,VD,1401,46.7831,6.65098,0,0,0,1,0
2020-03-11,AG,5272,47.5362,8.12623,0,0,0,1,0
2020-03-11,AG,5636,47.2458,8.35749,0,1,0,0,0
2020-03-11,BE,3556,46.9498,7.89133,0,0,0,0,1
2020-03-11,NE,2052,47.0591,6.88378,0,0,0,0,1
2020-03-11,BE,3417,47.0342,7.68768,0,0,0,0,1
2020-03-11,GR,7222,46.9461,9.71497,0,0,0,0,1
2020-03-11,BL,4450,47.4722,7.80773,0,0,0,0,1
2020-03-11,GR,7149,46.6406,9.0733,1,1,0,0,0
2020-03-11,VS,3998,46.4581,8.25219,0,0,0,0,1
2020-03-11,AG,8964,47.3563,8.37926,0,1,0,0,0
2020-03-11,VD,1041,46.6123,6.69362,0,1,0,0,0
2020-03-11,BE,3425,47.136,7.60273,0,0,0,1,0
2020-03-11,BE,3366,47.1656,7.70515,0,0,0,0,1
2020-03-11,SG,9470,47.1575,9.45905,0,0,1,0,0
2020-03-11,AG,5643,47.1861,8.37314,0,0,0,0,1
2020-03-11,VD,1820,46.4518,6.94079,0,0,1,0,0
2020-03-11,TI,6647,46.2071,8.83016,1,0,0,0,0
2020-03-11,BE,3150,46.8459,7.34279,0,1,0,0,0
2020-03-11,SH,8236,47.7528,8.64279,1,0,0,0,0
2020-03-11,GR,7405,46.7731,9.42141,0,0,0,1,0
2020-03-11,SO,4514,47.2284,7.46788,1,0,0,0,0
2020-03-11,ZH,8802,47.3144,8.5406,0,0,1,0,0
2020-03-11,AG,5647,47.1668,8.39774,0,1,0,0,0
2020-03-11,JU,2714,47.2574,7.1313,0,0,1,0,0
2020-03-11,GE,1204,46.2058,6.14139,1,0,0,0,0
2020-03-11,BE,3250,47.0765,7.31656,0,0,0,1,1
2020-03-11,LU,6133,47.0605,7.95531,0,2,0,0,0
2020-03-11,NE,2116,46.8778,6.51008,0,0,0,1,0
2020-03-11,GL,8757,47.0991,9.12481,1,0,0,1,0
2020-03-11,SO,3253,47.1088,7.3912,1,0,0,0,0
2020-03-11,VD,1815,46.4409,6.8908,0,0,0,2,0
2020-03-11,BE,3757,46.5634,7.48214,0,0,0,1,0
2020-03-11,TI,6745,46.3892,8.86231,0,0,1,0,0
2020-03-11,JU,2842,47.3426,7.3436,0,1,0,0,2
2020-03-11,SG,9001,47.4265,9.37605,0,0,0,0,1
2020-03-11,TI,6501,46.1945,9.02412,0,0,0,0,1
2020-03-11,FR,1667,46.5724,7.08357,0,1,1,0,0
2020-03-11,FR,1474,46.8212,6.81007,0,0,0,1,0
2020-03-11,SH,8260,47.6666,8.85801,0,1,0,0,0
2020-03-11,SG,7310,46.9968,9.47375,0,0,0,0,1
2020-03-11,GR,7453,46.5833,9.6166,0,1,0,0,0
2020-03-11,TG,8589,47.5048,9.24867,0,1,0,0,0
2020-03-11,JU,2953,47.4089,7.19251,1,0,0,0,0
2020-03-11,TI,6601,46.1706,8.80039,0,0,1,0,0
2020-03-11,TI,6854,45.8595,8.93808,0,0,0,1,0
